investor_id,Active_Months,Continuation_Status
INV001164,4,Dropped
INV001165,7,Consistent
INV001166,6,Consistent
INV001167,4,Dropped
INV001168,6,Consistent
INV001169,4,Dropped
INV001170,8,Consistent
INV001171,4,Dropped
INV001172,3,Dropped
INV001173,5,Dropped
INV001174,9,Consistent
INV001175,7,Consistent
INV001176,2,Dropped
INV001177,1,Dropped
INV001178,10,Consistent
INV001179,3,Dropped
INV001180,8,Consistent
INV001181,9,Consistent
INV001182,5,Dropped
INV001183,5,Dropped
INV001184,1,Dropped
INV001185,6,Consistent
INV001186,6,Consistent
INV001187,1,Dropped
INV001188,3,Dropped
INV001189,8,Consistent
INV001190,6,Consistent
INV001191,4,Dropped
INV001192,6,Consistent
INV001193,3,Dropped
INV001194,3,Dropped
INV001195,6,Consistent
INV001196,6,Consistent
INV001197,6,Consistent
INV001198,10,Consistent
INV001199,3,Dropped
INV001200,2,Dropped
INV001201,1,Dropped
INV001202,9,Consistent
INV001203,2,Dropped
INV001204,6,Consistent
INV001205,3,Dropped
INV001206,6,Consistent
INV001207,4,Dropped
INV001208,6,Consistent
INV001209,3,Dropped
INV001210,6,Consistent
INV001211,3,Dropped
INV001212,7,Consistent
INV001213,9,Consistent
INV001214,4,Dropped
INV001215,6,Consistent
INV001216,3,Dropped
INV001217,9,Consistent
INV001218,7,Consistent
INV001219,8,Consistent
INV001220,7,Consistent
INV001221,6,Consistent
INV001222,4,Dropped
INV001223,11,Consistent
INV001224,4,Dropped
INV001225,7,Consistent
INV001226,2,Dropped
INV001227,9,Consistent
INV001228,10,Consistent
INV001229,3,Dropped
INV001230,3,Dropped
INV001231,1,Dropped
INV001232,5,Dropped
INV001233,6,Consistent
INV001234,9,Consistent
INV001235,8,Consistent
INV001236,6,Consistent
INV001237,6,Consistent
INV001238,6,Consistent
INV001239,1,Dropped
INV001240,2,Dropped
INV001241,4,Dropped
INV001242,8,Consistent
INV001243,1,Dropped
INV001244,5,Dropped
INV001245,4,Dropped
INV001246,5,Dropped
INV001247,4,Dropped
INV001248,1,Dropped
INV001249,6,Consistent
INV001250,6,Consistent
INV001251,7,Consistent
INV001252,1,Dropped
INV001253,1,Dropped
INV001254,4,Dropped
INV001255,5,Dropped
INV001256,4,Dropped
INV001257,7,Consistent
INV001258,2,Dropped
INV001259,8,Consistent
INV001260,7,Consistent
INV001261,6,Consistent
INV001262,6,Consistent
INV001263,3,Dropped
INV001264,7,Consistent
INV001265,6,Consistent
INV001266,2,Dropped
INV001267,2,Dropped
INV001268,1,Dropped
INV001269,10,Consistent
INV001270,2,Dropped
INV001271,4,Dropped
INV001272,2,Dropped
INV001273,5,Dropped
INV001274,9,Consistent
INV001275,9,Consistent
INV001276,4,Dropped
INV001277,2,Dropped
INV001278,1,Dropped
INV001279,4,Dropped
INV001280,5,Dropped
INV001281,6,Consistent
INV001282,7,Consistent
INV001283,1,Dropped
INV001284,10,Consistent
INV001285,1,Dropped
INV001286,2,Dropped
INV001287,8,Consistent
INV001288,5,Dropped
INV001289,3,Dropped
INV001290,2,Dropped
INV001291,5,Dropped
INV001292,2,Dropped
INV001293,1,Dropped
INV001294,1,Dropped
INV001295,7,Consistent
INV001296,2,Dropped
INV001297,2,Dropped
INV001298,7,Consistent
INV001299,10,Consistent
INV001300,5,Dropped
INV001301,3,Dropped
INV001302,1,Dropped
INV001303,2,Dropped
INV001304,11,Consistent
INV001305,2,Dropped
INV001306,2,Dropped
INV001307,2,Dropped
INV001308,10,Consistent
INV001309,1,Dropped
INV001310,6,Consistent
INV001311,4,Dropped
INV001312,9,Consistent
INV001313,4,Dropped
INV001314,9,Consistent
INV001315,8,Consistent
INV001316,7,Consistent
INV001317,9,Consistent
INV001318,8,Consistent
INV001319,7,Consistent
INV001320,8,Consistent
INV001321,6,Consistent
INV001322,7,Consistent
INV001323,1,Dropped
INV001324,2,Dropped
INV001325,5,Dropped
INV001326,8,Consistent
INV001327,2,Dropped
INV001328,4,Dropped
INV001329,10,Consistent
INV001330,5,Dropped
INV001331,8,Consistent
INV001332,6,Consistent
INV001333,7,Consistent
INV001334,8,Consistent
INV001335,2,Dropped
INV001336,8,Consistent
INV001337,4,Dropped
INV001338,2,Dropped
INV001339,1,Dropped
INV001340,3,Dropped
INV001341,5,Dropped
INV001342,6,Consistent
INV001343,5,Dropped
INV001344,3,Dropped
INV001345,7,Consistent
INV001346,6,Consistent
INV001347,2,Dropped
INV001348,10,Consistent
INV001349,3,Dropped
INV001350,6,Consistent
INV001351,10,Consistent
INV001352,5,Dropped
INV001353,7,Consistent
INV001354,7,Consistent
INV001355,5,Dropped
INV001356,7,Consistent
INV001357,3,Dropped
INV001358,1,Dropped
INV001359,7,Consistent
INV001360,1,Dropped
INV001361,6,Consistent
INV001362,3,Dropped
INV001363,6,Consistent
INV001364,2,Dropped
INV001365,3,Dropped
INV001366,9,Consistent
INV001367,7,Consistent
INV001368,3,Dropped
INV001369,8,Consistent
INV001370,6,Consistent
INV001371,4,Dropped
INV001372,3,Dropped
INV001373,4,Dropped
INV001374,7,Consistent
INV001375,10,Consistent
INV001376,5,Dropped
INV001377,7,Consistent
INV001378,6,Consistent
INV001379,6,Consistent
INV001380,2,Dropped
INV001381,1,Dropped
INV001382,3,Dropped
INV001383,8,Consistent
INV001384,6,Consistent
INV001385,3,Dropped
INV001386,5,Dropped
INV001387,7,Consistent
INV001388,6,Consistent
INV001389,6,Consistent
INV001390,4,Dropped
INV001391,7,Consistent
INV001392,7,Consistent
INV001393,3,Dropped
INV001394,7,Consistent
INV001395,5,Dropped
INV001396,5,Dropped
INV001397,7,Consistent
INV001398,10,Consistent
INV001399,6,Consistent
INV001400,7,Consistent
INV001401,8,Consistent
INV001402,8,Consistent
INV001403,2,Dropped
INV001404,4,Dropped
INV001405,4,Dropped
INV001406,8,Consistent
INV001407,8,Consistent
INV001408,3,Dropped
INV001409,5,Dropped
INV001410,8,Consistent
INV001411,6,Consistent
INV001412,3,Dropped
INV001413,7,Consistent
INV001414,2,Dropped
INV001415,9,Consistent
INV001416,2,Dropped
INV001417,5,Dropped
INV001418,6,Consistent
INV001419,7,Consistent
INV001420,5,Dropped
INV001421,6,Consistent
INV001422,4,Dropped
INV001423,9,Consistent
INV001424,5,Dropped
INV001425,2,Dropped
INV001426,1,Dropped
INV001427,1,Dropped
INV001428,11,Consistent
INV001429,2,Dropped
INV001430,1,Dropped
INV001431,3,Dropped
INV001432,6,Consistent
INV001433,5,Dropped
INV001434,7,Consistent
INV001435,2,Dropped
INV001436,4,Dropped
INV001437,3,Dropped
INV001438,1,Dropped
INV001439,6,Consistent
INV001440,5,Dropped
INV001441,2,Dropped
INV001442,8,Consistent
INV001443,6,Consistent
INV001444,3,Dropped
INV001445,4,Dropped
INV001446,4,Dropped
INV001447,4,Dropped
INV001448,4,Dropped
INV001449,6,Consistent
INV001450,4,Dropped
INV001451,1,Dropped
INV001452,3,Dropped
INV001453,4,Dropped
INV001454,7,Consistent
INV001455,9,Consistent
INV001456,8,Consistent
INV001457,9,Consistent
INV001458,7,Consistent
INV001459,5,Dropped
INV001460,7,Consistent
INV001461,2,Dropped
INV001462,7,Consistent
INV001463,5,Dropped
INV001464,1,Dropped
INV001465,5,Dropped
INV001466,7,Consistent
INV001467,9,Consistent
INV001468,3,Dropped
INV001469,3,Dropped
INV001470,5,Dropped
INV001471,1,Dropped
INV001472,6,Consistent
INV001473,5,Dropped
INV001474,2,Dropped
INV001475,4,Dropped
INV001476,4,Dropped
INV001477,3,Dropped
INV001478,6,Consistent
INV001479,3,Dropped
INV001480,5,Dropped
INV001481,6,Consistent
INV001482,6,Consistent
INV001483,5,Dropped
INV001484,4,Dropped
INV001485,6,Consistent
INV001486,2,Dropped
INV001487,3,Dropped
INV001488,5,Dropped
INV001489,4,Dropped
INV001490,1,Dropped
INV001491,7,Consistent
INV001492,4,Dropped
INV001493,3,Dropped
INV001494,3,Dropped
INV001495,1,Dropped
INV001496,7,Consistent
INV001497,10,Consistent
INV001498,6,Consistent
INV001499,9,Consistent
INV001500,6,Consistent
INV001501,6,Consistent
INV001502,2,Dropped
INV001503,5,Dropped
INV001504,8,Consistent
INV001505,3,Dropped
INV001506,6,Consistent
INV001507,10,Consistent
INV001508,8,Consistent
INV001509,1,Dropped
INV001510,7,Consistent
INV001511,2,Dropped
INV001512,9,Consistent
INV001513,6,Consistent
INV001514,9,Consistent
INV001515,5,Dropped
INV001516,7,Consistent
INV001517,3,Dropped
INV001518,8,Consistent
INV001519,3,Dropped
INV001520,3,Dropped
INV001521,5,Dropped
INV001522,2,Dropped
INV001523,1,Dropped
INV001524,7,Consistent
INV001525,6,Consistent
INV001526,8,Consistent
INV001527,2,Dropped
INV001528,10,Consistent
INV001529,3,Dropped
INV001530,6,Consistent
INV001531,4,Dropped
INV001532,9,Consistent
INV001533,2,Dropped
INV001534,5,Dropped
INV001535,4,Dropped
INV001536,10,Consistent
INV001537,5,Dropped
INV001538,5,Dropped
INV001539,3,Dropped
INV001540,3,Dropped
INV001541,1,Dropped
INV001542,5,Dropped
INV001543,6,Consistent
INV001544,10,Consistent
INV001545,8,Consistent
INV001546,2,Dropped
INV001547,9,Consistent
INV001548,7,Consistent
INV001549,8,Consistent
INV001550,8,Consistent
INV001551,8,Consistent
INV001552,2,Dropped
INV001553,10,Consistent
INV001554,1,Dropped
INV001555,5,Dropped
INV001556,3,Dropped
INV001557,5,Dropped
INV001558,9,Consistent
INV001559,1,Dropped
INV001560,5,Dropped
INV001561,7,Consistent
INV001562,9,Consistent
INV001563,2,Dropped
INV001564,10,Consistent
INV001565,3,Dropped
INV001566,3,Dropped
INV001567,4,Dropped
INV001568,1,Dropped
INV001569,4,Dropped
INV001570,9,Consistent
INV001571,3,Dropped
INV001572,1,Dropped
INV001573,6,Consistent
INV001574,5,Dropped
INV001575,8,Consistent
INV001576,7,Consistent
INV001577,1,Dropped
INV001578,3,Dropped
INV001579,9,Consistent
INV001580,8,Consistent
INV001581,4,Dropped
INV001582,1,Dropped
INV001583,9,Consistent
INV001584,5,Dropped
INV001585,4,Dropped
INV001586,4,Dropped
INV001587,8,Consistent
INV001588,6,Consistent
INV001589,1,Dropped
INV001590,3,Dropped
INV001591,7,Consistent
INV001592,3,Dropped
INV001593,3,Dropped
INV001594,5,Dropped
INV001595,7,Consistent
INV001596,6,Consistent
INV001597,9,Consistent
INV001598,7,Consistent
INV001599,10,Consistent
INV001600,4,Dropped
INV001601,3,Dropped
INV001602,9,Consistent
INV001603,10,Consistent
INV001604,3,Dropped
INV001605,9,Consistent
INV001606,7,Consistent
INV001607,2,Dropped
INV001608,8,Consistent
INV001609,8,Consistent
INV001610,1,Dropped
INV001611,9,Consistent
INV001612,9,Consistent
INV001613,2,Dropped
INV001614,2,Dropped
INV001615,7,Consistent
INV001616,8,Consistent
INV001617,2,Dropped
INV001618,7,Consistent
INV001619,5,Dropped
INV001620,5,Dropped
INV001621,3,Dropped
INV001622,2,Dropped
INV001623,8,Consistent
INV001624,8,Consistent
INV001625,8,Consistent
INV001626,3,Dropped
INV001627,5,Dropped
INV001628,9,Consistent
INV001629,9,Consistent
INV001630,4,Dropped
INV001631,9,Consistent
INV001632,2,Dropped
INV001633,1,Dropped
INV001634,2,Dropped
INV001635,7,Consistent
INV001636,7,Consistent
INV001637,6,Consistent
INV001638,3,Dropped
INV001639,5,Dropped
INV001640,8,Consistent
INV001641,7,Consistent
INV001642,5,Dropped
INV001643,8,Consistent
INV001644,9,Consistent
INV001645,6,Consistent
INV001646,4,Dropped
INV001647,1,Dropped
INV001648,7,Consistent
INV001649,8,Consistent
INV001650,4,Dropped
INV001651,7,Consistent
INV001652,8,Consistent
INV001653,5,Dropped
INV001654,7,Consistent
INV001655,4,Dropped
INV001656,8,Consistent
INV001657,1,Dropped
INV001658,9,Consistent
INV001659,2,Dropped
INV001660,5,Dropped
INV001661,5,Dropped
INV001662,10,Consistent
INV001663,7,Consistent
INV001664,2,Dropped
INV001665,3,Dropped
INV001666,4,Dropped
INV001667,1,Dropped
INV001668,3,Dropped
INV001669,3,Dropped
INV001670,8,Consistent
INV001671,5,Dropped
INV001672,7,Consistent
INV001673,8,Consistent
INV001674,6,Consistent
INV001675,1,Dropped
INV001676,5,Dropped
INV001677,5,Dropped
INV001678,2,Dropped
INV001679,6,Consistent
INV001680,7,Consistent
INV001681,3,Dropped
INV001682,1,Dropped
INV001683,7,Consistent
INV001684,3,Dropped
INV001685,2,Dropped
INV001686,2,Dropped
INV001687,4,Dropped
INV001688,4,Dropped
INV001689,10,Consistent
INV001690,8,Consistent
INV001691,7,Consistent
INV001692,9,Consistent
INV001693,3,Dropped
INV001694,8,Consistent
INV001695,7,Consistent
INV001696,5,Dropped
INV001697,10,Consistent
INV001698,1,Dropped
INV001699,6,Consistent
INV001700,1,Dropped
INV001701,10,Consistent
INV001702,2,Dropped
INV001703,1,Dropped
INV001704,1,Dropped
INV001705,6,Consistent
INV001706,8,Consistent
INV001707,4,Dropped
INV001708,3,Dropped
INV001709,6,Consistent
INV001710,3,Dropped
INV001711,6,Consistent
INV001712,8,Consistent
INV001713,6,Consistent
INV001714,3,Dropped
INV001715,6,Consistent
INV001716,4,Dropped
INV001717,4,Dropped
INV001718,8,Consistent
INV001719,3,Dropped
INV001720,7,Consistent
INV001721,7,Consistent
INV001722,5,Dropped
INV001723,5,Dropped
INV001724,8,Consistent
INV001725,9,Consistent
INV001726,4,Dropped
INV001727,5,Dropped
INV001728,8,Consistent
INV001729,4,Dropped
INV001730,2,Dropped
INV001731,2,Dropped
INV001732,6,Consistent
INV001733,2,Dropped
INV001734,5,Dropped
INV001735,5,Dropped
INV001736,6,Consistent
INV001737,6,Consistent
INV001738,9,Consistent
INV001739,9,Consistent
INV001740,7,Consistent
INV001741,7,Consistent
INV001742,7,Consistent
INV001743,5,Dropped
INV001744,8,Consistent
INV001745,4,Dropped
INV001746,9,Consistent
INV001747,5,Dropped
INV001748,5,Dropped
INV001749,1,Dropped
INV001750,3,Dropped
INV001751,6,Consistent
INV001752,10,Consistent
INV001753,9,Consistent
INV001754,4,Dropped
INV001755,2,Dropped
INV001756,1,Dropped
INV001757,9,Consistent
INV001758,7,Consistent
INV001759,10,Consistent
INV001760,3,Dropped
INV001761,1,Dropped
INV001762,5,Dropped
INV001763,7,Consistent
INV001764,5,Dropped
INV001765,6,Consistent
INV001766,2,Dropped
INV001767,1,Dropped
INV001768,2,Dropped
INV001769,5,Dropped
INV001770,7,Consistent
INV001771,7,Consistent
INV001772,9,Consistent
INV001773,4,Dropped
INV001774,3,Dropped
INV001775,6,Consistent
INV001776,2,Dropped
INV001777,8,Consistent
INV001778,10,Consistent
INV001779,2,Dropped
INV001780,6,Consistent
INV001781,4,Dropped
INV001782,9,Consistent
INV001783,7,Consistent
INV001784,8,Consistent
INV001785,3,Dropped
INV001786,1,Dropped
INV001787,5,Dropped
INV001788,5,Dropped
INV001789,5,Dropped
INV001790,6,Consistent
INV001791,5,Dropped
INV001792,5,Dropped
INV001793,2,Dropped
INV001794,6,Consistent
INV001795,4,Dropped
INV001796,7,Consistent
INV001797,7,Consistent
INV001798,5,Dropped
INV001799,7,Consistent
INV001800,9,Consistent
INV001801,5,Dropped
INV001802,8,Consistent
INV001803,6,Consistent
INV001804,9,Consistent
INV001805,5,Dropped
INV001806,8,Consistent
INV001807,2,Dropped
INV001808,2,Dropped
INV001809,6,Consistent
INV001810,8,Consistent
INV001811,9,Consistent
INV001812,1,Dropped
INV001813,7,Consistent
INV001814,7,Consistent
INV001815,6,Consistent
INV001816,8,Consistent
INV001817,2,Dropped
INV001818,3,Dropped
INV001819,2,Dropped
INV001820,7,Consistent
INV001821,4,Dropped
INV001822,5,Dropped
INV001823,9,Consistent
INV001824,5,Dropped
INV001825,8,Consistent
INV001826,6,Consistent
INV001827,5,Dropped
INV001828,7,Consistent
INV001829,4,Dropped
INV001830,3,Dropped
INV001831,7,Consistent
INV001832,5,Dropped
INV001833,4,Dropped
INV001834,5,Dropped
INV001835,6,Consistent
INV001836,9,Consistent
INV001837,10,Consistent
INV001838,2,Dropped
INV001839,4,Dropped
INV001840,2,Dropped
INV001841,5,Dropped
INV001842,8,Consistent
INV001843,7,Consistent
INV001844,6,Consistent
INV001845,4,Dropped
INV001846,3,Dropped
INV001847,4,Dropped
INV001848,8,Consistent
INV001849,5,Dropped
INV001850,4,Dropped
INV001851,7,Consistent
INV001852,6,Consistent
INV001853,8,Consistent
INV001854,3,Dropped
INV001855,2,Dropped
INV001856,6,Consistent
INV001857,9,Consistent
INV001858,9,Consistent
INV001859,6,Consistent
INV001860,3,Dropped
INV001861,8,Consistent
INV001862,3,Dropped
INV001863,3,Dropped
INV001864,1,Dropped
INV001865,6,Consistent
INV001866,7,Consistent
INV001867,6,Consistent
INV001868,4,Dropped
INV001869,4,Dropped
INV001870,6,Consistent
INV001871,10,Consistent
INV001872,3,Dropped
INV001873,3,Dropped
INV001874,7,Consistent
INV001875,6,Consistent
INV001876,5,Dropped
INV001877,6,Consistent
INV001878,4,Dropped
INV001879,7,Consistent
INV001880,7,Consistent
INV001881,5,Dropped
INV001882,5,Dropped
INV001883,6,Consistent
INV001884,1,Dropped
INV001885,9,Consistent
INV001886,6,Consistent
INV001887,6,Consistent
INV001888,7,Consistent
INV001889,1,Dropped
INV001890,6,Consistent
INV001891,5,Dropped
INV001892,3,Dropped
INV001893,6,Consistent
INV001894,3,Dropped
INV001895,7,Consistent
INV001896,4,Dropped
INV001897,6,Consistent
INV001898,1,Dropped
INV001899,7,Consistent
INV001900,5,Dropped
INV001901,3,Dropped
INV001902,4,Dropped
INV001903,8,Consistent
INV001904,2,Dropped
INV001905,5,Dropped
INV001906,3,Dropped
INV001907,1,Dropped
INV001908,4,Dropped
INV001909,7,Consistent
INV001910,5,Dropped
INV001911,3,Dropped
INV001912,9,Consistent
INV001913,4,Dropped
INV001914,8,Consistent
INV001915,2,Dropped
INV001916,7,Consistent
INV001917,7,Consistent
INV001918,2,Dropped
INV001919,2,Dropped
INV001920,9,Consistent
INV001921,9,Consistent
INV001922,5,Dropped
INV001923,10,Consistent
INV001924,8,Consistent
INV001925,1,Dropped
INV001926,9,Consistent
INV001927,9,Consistent
INV001928,5,Dropped
INV001929,7,Consistent
INV001930,5,Dropped
INV001931,1,Dropped
INV001932,2,Dropped
INV001933,6,Consistent
INV001934,3,Dropped
INV001935,1,Dropped
INV001936,2,Dropped
INV001937,9,Consistent
INV001938,6,Consistent
INV001939,2,Dropped
INV001940,6,Consistent
INV001941,2,Dropped
INV001942,3,Dropped
INV001943,5,Dropped
INV001944,6,Consistent
INV001945,6,Consistent
INV001946,6,Consistent
INV001947,1,Dropped
INV001948,4,Dropped
INV001949,3,Dropped
INV001950,9,Consistent
INV001951,9,Consistent
INV001952,3,Dropped
INV001953,2,Dropped
INV001954,6,Consistent
INV001955,7,Consistent
INV001956,6,Consistent
INV001957,2,Dropped
INV001958,3,Dropped
INV001959,6,Consistent
INV001960,3,Dropped
INV001961,6,Consistent
INV001962,5,Dropped
INV001963,2,Dropped
INV001964,1,Dropped
INV001965,2,Dropped
INV001966,4,Dropped
INV001967,5,Dropped
INV001968,4,Dropped
INV001969,9,Consistent
INV001970,5,Dropped
INV001971,8,Consistent
INV001972,10,Consistent
INV001973,1,Dropped
INV001974,8,Consistent
INV001975,6,Consistent
INV001976,3,Dropped
INV001977,7,Consistent
INV001978,7,Consistent
INV001979,9,Consistent
INV001980,3,Dropped
INV001981,5,Dropped
INV001982,8,Consistent
INV001983,7,Consistent
INV001984,1,Dropped
INV001985,6,Consistent
INV001986,8,Consistent
INV001987,7,Consistent
INV001988,3,Dropped
INV001989,3,Dropped
INV001990,10,Consistent
INV001991,2,Dropped
INV001992,5,Dropped
INV001993,9,Consistent
INV001994,2,Dropped
INV001995,7,Consistent
INV001996,2,Dropped
INV001997,7,Consistent
INV001998,10,Consistent
INV001999,7,Consistent
INV002000,7,Consistent
INV002001,6,Consistent
INV002002,4,Dropped
INV002003,6,Consistent
INV002004,2,Dropped
INV002005,7,Consistent
INV002006,6,Consistent
INV002007,3,Dropped
INV002008,7,Consistent
INV002009,1,Dropped
INV002010,8,Consistent
INV002011,9,Consistent
INV002012,7,Consistent
INV002013,7,Consistent
INV002014,3,Dropped
INV002015,4,Dropped
INV002016,4,Dropped
INV002017,8,Consistent
INV002018,8,Consistent
INV002019,8,Consistent
INV002020,3,Dropped
INV002021,7,Consistent
INV002022,6,Consistent
INV002023,5,Dropped
INV002024,2,Dropped
INV002025,6,Consistent
INV002026,6,Consistent
INV002027,3,Dropped
INV002028,2,Dropped
INV002029,2,Dropped
INV002030,6,Consistent
INV002031,1,Dropped
INV002032,3,Dropped
INV002033,8,Consistent
INV002034,10,Consistent
INV002035,7,Consistent
INV002036,5,Dropped
INV002037,6,Consistent
INV002038,7,Consistent
INV002039,8,Consistent
INV002040,8,Consistent
INV002041,5,Dropped
INV002042,6,Consistent
INV002043,5,Dropped
INV002044,7,Consistent
INV002045,7,Consistent
INV002046,2,Dropped
INV002047,4,Dropped
INV002048,1,Dropped
INV002049,6,Consistent
INV002050,5,Dropped
INV002051,5,Dropped
INV002052,7,Consistent
INV002053,2,Dropped
INV002054,4,Dropped
INV002055,6,Consistent
INV002056,6,Consistent
INV002057,2,Dropped
INV002058,3,Dropped
INV002059,3,Dropped
INV002060,5,Dropped
INV002061,7,Consistent
INV002062,3,Dropped
INV002063,2,Dropped
INV002064,3,Dropped
INV002065,4,Dropped
INV002066,6,Consistent
INV002067,9,Consistent
INV002068,2,Dropped
INV002069,9,Consistent
INV002070,9,Consistent
INV002071,4,Dropped
INV002072,3,Dropped
INV002073,3,Dropped
INV002074,5,Dropped
INV002075,5,Dropped
INV002076,1,Dropped
INV002077,6,Consistent
INV002078,2,Dropped
INV002079,3,Dropped
INV002080,8,Consistent
INV002081,5,Dropped
INV002082,4,Dropped
INV002083,9,Consistent
INV002084,1,Dropped
INV002085,6,Consistent
INV002086,1,Dropped
INV002087,6,Consistent
INV002088,7,Consistent
INV002089,4,Dropped
INV002090,9,Consistent
INV002091,1,Dropped
INV002092,9,Consistent
INV002093,6,Consistent
INV002094,4,Dropped
INV002095,11,Consistent
INV002096,4,Dropped
INV002097,3,Dropped
INV002098,8,Consistent
INV002099,6,Consistent
INV002100,3,Dropped
INV002101,8,Consistent
INV002102,9,Consistent
INV002103,3,Dropped
INV002104,7,Consistent
INV002105,1,Dropped
INV002106,3,Dropped
INV002107,8,Consistent
INV002108,2,Dropped
INV002109,5,Dropped
INV002110,6,Consistent
INV002111,10,Consistent
INV002112,5,Dropped
INV002113,6,Consistent
INV002114,6,Consistent
INV002115,7,Consistent
INV002116,9,Consistent
INV002117,5,Dropped
INV002118,2,Dropped
INV002119,8,Consistent
INV002120,3,Dropped
INV002121,8,Consistent
INV002122,8,Consistent
INV002123,7,Consistent
INV002124,8,Consistent
INV002125,5,Dropped
INV002126,6,Consistent
INV002127,8,Consistent
INV002128,5,Dropped
INV002129,3,Dropped
INV002130,5,Dropped
INV002131,6,Consistent
INV002132,2,Dropped
INV002133,5,Dropped
INV002134,10,Consistent
INV002135,7,Consistent
INV002136,4,Dropped
INV002137,6,Consistent
INV002138,8,Consistent
INV002139,6,Consistent
INV002140,3,Dropped
INV002141,6,Consistent
INV002142,6,Consistent
INV002143,7,Consistent
INV002144,5,Dropped
INV002145,3,Dropped
INV002146,3,Dropped
INV002147,2,Dropped
INV002148,4,Dropped
INV002149,5,Dropped
INV002150,6,Consistent
INV002151,7,Consistent
INV002152,7,Consistent
INV002153,8,Consistent
INV002154,8,Consistent
INV002155,6,Consistent
INV002156,3,Dropped
INV002157,10,Consistent
INV002158,8,Consistent
INV002159,7,Consistent
INV002160,3,Dropped
INV002161,6,Consistent
INV002162,7,Consistent
INV002163,2,Dropped
INV002164,6,Consistent
INV002165,7,Consistent
INV002166,6,Consistent
INV002167,8,Consistent
INV002168,4,Dropped
INV002169,4,Dropped
INV002170,7,Consistent
INV002171,5,Dropped
INV002172,3,Dropped
INV002173,2,Dropped
INV002174,5,Dropped
INV002175,2,Dropped
INV002176,6,Consistent
INV002177,8,Consistent
INV002178,7,Consistent
INV002179,8,Consistent
INV002180,3,Dropped
INV002181,5,Dropped
INV002182,9,Consistent
INV002183,4,Dropped
INV002184,8,Consistent
INV002185,5,Dropped
INV002186,9,Consistent
INV002187,9,Consistent
INV002188,6,Consistent
INV002189,7,Consistent
INV002190,4,Dropped
INV002191,4,Dropped
INV002192,7,Consistent
INV002193,2,Dropped
INV002194,1,Dropped
INV002195,7,Consistent
INV002196,8,Consistent
INV002197,5,Dropped
INV002198,8,Consistent
INV002199,7,Consistent
INV002200,5,Dropped
INV002201,7,Consistent
INV002202,7,Consistent
INV002203,2,Dropped
INV002204,4,Dropped
INV002205,5,Dropped
INV002206,10,Consistent
INV002207,5,Dropped
INV002208,9,Consistent
INV002209,2,Dropped
INV002210,1,Dropped
INV002211,8,Consistent
INV002212,6,Consistent
INV002213,7,Consistent
INV002214,10,Consistent
INV002215,9,Consistent
INV002216,9,Consistent
INV002217,5,Dropped
INV002218,7,Consistent
INV002219,8,Consistent
INV002220,8,Consistent
INV002221,2,Dropped
INV002222,3,Dropped
INV002223,5,Dropped
INV002224,4,Dropped
INV002225,5,Dropped
INV002226,3,Dropped
INV002227,4,Dropped
INV002228,8,Consistent
INV002229,8,Consistent
INV002230,9,Consistent
INV002231,1,Dropped
INV002232,7,Consistent
INV002233,1,Dropped
INV002234,7,Consistent
INV002235,5,Dropped
INV002236,9,Consistent
INV002237,7,Consistent
INV002238,7,Consistent
INV002239,7,Consistent
INV002240,9,Consistent
INV002241,8,Consistent
INV002242,4,Dropped
INV002243,4,Dropped
INV002244,7,Consistent
INV002245,8,Consistent
INV002246,3,Dropped
INV002247,2,Dropped
INV002248,6,Consistent
INV002249,6,Consistent
INV002250,8,Consistent
INV002251,6,Consistent
INV002252,9,Consistent
INV002253,4,Dropped
INV002254,1,Dropped
INV002255,4,Dropped
INV002256,6,Consistent
INV002257,3,Dropped
INV002258,7,Consistent
INV002259,8,Consistent
INV002260,9,Consistent
INV002261,4,Dropped
INV002262,5,Dropped
INV002263,1,Dropped
INV002264,6,Consistent
INV002265,8,Consistent
INV002266,3,Dropped
INV002267,7,Consistent
INV002268,1,Dropped
INV002269,4,Dropped
INV002270,9,Consistent
INV002271,4,Dropped
INV002272,2,Dropped
INV002273,2,Dropped
INV002274,8,Consistent
INV002275,9,Consistent
INV002276,8,Consistent
INV002277,10,Consistent
INV002278,3,Dropped
INV002279,4,Dropped
INV002280,7,Consistent
INV002281,6,Consistent
INV002282,8,Consistent
INV002283,3,Dropped
INV002284,9,Consistent
INV002285,1,Dropped
INV002286,6,Consistent
INV002287,4,Dropped
INV002288,2,Dropped
INV002289,2,Dropped
INV002290,8,Consistent
INV002291,3,Dropped
INV002292,8,Consistent
INV002293,2,Dropped
INV002294,8,Consistent
INV002295,11,Consistent
INV002296,2,Dropped
INV002297,2,Dropped
INV002298,7,Consistent
INV002299,5,Dropped
INV002300,5,Dropped
INV002301,2,Dropped
INV002302,8,Consistent
INV002303,1,Dropped
INV002304,12,Consistent
INV002305,2,Dropped
INV002306,6,Consistent
INV002307,4,Dropped
INV002308,9,Consistent
INV002309,1,Dropped
INV002310,5,Dropped
INV002311,8,Consistent
INV002312,4,Dropped
INV002313,1,Dropped
INV002314,4,Dropped
INV002315,8,Consistent
INV002316,4,Dropped
INV002317,3,Dropped
INV002318,3,Dropped
INV002319,10,Consistent
INV002320,3,Dropped
INV002321,1,Dropped
INV002322,8,Consistent
INV002323,6,Consistent
INV002324,7,Consistent
INV002325,5,Dropped
INV002326,7,Consistent
INV002327,9,Consistent
INV002328,6,Consistent
